IMO Number;Name;Total fuel consumption [m tonnes];Total CO₂ emissions [m tonnes];Fuel consumption per distance [kg / n mile];CO₂ emissions per distance [kg CO₂ / n mile];;
9436408;STORHOLMEN;1249.06;3943.9;74.88;236.44;;
9436422;CMA CGM AMBARLI;10329.9;32237.91;205.19;640.38;;
9436434;GUENTHER SCHULTE;2241.68;7077.12;179.81;567.68;;
9436446;NORDIC LIGHT;7309.9;22830.27;172.65;539.22;;
9436458;BACH;1480.38;4615.86;162.51;506.7;;
9436460;ORIENT CAVALIER;5112.67;16158.88;150.67;476.21;;
9436513;BERGE SONG SHAN;4982;15567.67;147.48;460.84;;
9436642;KMAX RULER;0;0;Division by zero!;Division by zero!;;
9436654;KMAX VISION;0;0;Division by zero!;Division by zero!;;
9436666;HISTRIA PRINCE;3590.93;11262.4;100.19;314.23;;
9436678;ICHESIA M;6034.6;18906.02;121.78;381.54;;
9436680;COSTANZA M;4345.7;13663.08;125.19;393.61;;
9436692;LISCA NERA M;3673.1;11548.35;124.84;392.49;;
9436707;ALLEGRA;3237.78;10174.37;109.3;343.48;;
9436719;HISTRIA GEMMA;3439.7;10789.06;88.7;278.22;;
9436733;INCE EGE;231.4;726.53;119.28;374.5;;
9436941;SYRA;893.85;2794.69;203.56;636.46;;
9436953;BBC KWIATKOWSKI;931.46;2952.84;48.13;152.58;;
9436965;BBC GDANSK;400.9;1270.71;47.6;150.88;;
9437048;GSL TRIPOLI;3667.41;11460.64;192.33;601.04;;
9437139;MICHIGAN;4702.48;14698.62;100.76;314.95;;
9437141;ANNALISA P;5415;17160.63;100.22;317.61;;
9437153;BBC BERGEN;1772.06;5638.87;40.19;127.89;;
9437165;BBC BANGKOK;1573.89;5007.73;40.08;127.54;;
9437191;AS FATIMA;5653.93;17735.55;98.28;308.28;;
9437309;ABB VANESSA;2794.7;8820.98;67.96;214.49;;
9437311;JANIS;3131.45;9782.46;65.18;203.62;;
9437323;UHL PASSION;1221.6;3854.8;92.87;293.05;;
9437335;OCEAN GIANT;3436.21;10867.1;98.71;312.18;;
9437385;SEASPAN LONCOMILLA;10836.92;34157.43;192.28;606.07;;
9437517;ST GEORGE;1027.06;3241.84;82.15;259.29;;
9437529;ST. PETER;2125.3;6688.44;69.64;219.16;;
9437684;CHRYSALIS;188.49;604.3;390.25;1251.14;;
9437866;SILVER SPIRIT;2336.4;7490.5;157.74;505.7;;
9437919;GRANDE GUINEA;4150.94;12965.08;117.19;366.04;;
9437921;GRANDE CONGO;2209.57;6902.43;119.1;372.04;;
9437933;GRANDE GABON;4466;13957.64;129.17;403.69;;
9437983;CLARET PRINCE;2327.65;7275.88;153.81;480.8;;
9438028;ASPEN;1315;4151.1;136.17;429.85;;
9438042;ROADRUNNER;1315.04;4105.92;103.51;323.2;;
9438066;MARINA;5789.88;18562.36;266.48;854.34;;
9438078;RIVIERA;2239.47;7179.74;323.47;1037.04;;
9438121;ANDREAS K;4144.12;12934.19;131.17;409.39;;
9438169;BOMAR JUPITER;2884.62;9068.69;62.82;197.5;;
9438248;GURONI;1362.51;4345.72;44.79;142.87;;
9438365;CS FLOURISH;1710.75;5395.2;92.4;291.41;;
9438406;PENTATHLON;7142.16;22346.75;178.68;559.07;;
9438418;NORDIC CROSS;4781.1;15078.53;181.58;572.65;;
9438444;NORDIC;2925.79;9380.09;67.3;215.77;;
9438482;CS SERVICE;1960.31;6131.13;143.33;448.28;;
9438511;STAR TRUST;6749.23;21281.43;114.26;360.29;;
9438573;ONEGO ELBE;1194.9;3746.79;48.59;152.35;;
9438585;ONEGO NEVA;2192.94;6923.9;46.78;147.71;;
9438614;GOLDEN SUEK;3051.26;9634.61;111.47;351.97;;
9438626;GOLDEN BULL;2122.86;6655.21;100.45;314.91;;
9438638;GOLDEN BRILLIANT;3129.66;9824.42;126.91;398.38;;
9438717;NEPTUNE KEFALONIA;4933.29;15387.98;77.66;242.25;;
9438781;NYMPHE;4415.7;13799.75;171.38;535.6;;
9438858;AMUNDSEN SPIRIT;6285.3;20150.67;194.27;622.82;;
9438860;NANSEN SPIRIT;6456.8;20700.5;193.44;620.18;;
9438949;IVER BITUMEN;2210.7;6917.98;46.03;144.04;;
9439060;MARAN TRANSPORTER;1427.4;4465.4;173.36;542.34;;
9439151;CAROLINE ESSBERGER;2578;8265.06;50.88;163.12;;
9439163;IVER AMBITION;2268.07;7189.1;57.61;182.59;;
9439307;OWL 2;326.8;1028.32;113.75;357.93;;
9439357;OWL 5;1251.59;3954.59;67.01;211.74;;
9439369;OWL 1;1633.69;5115.15;65.43;204.85;;
9439383;PS GENOVA;5080.86;15886.1;160.08;500.51;;
9439400;PS VENEZIA;2374.88;7489.25;223.74;705.57;;
9439498;BSG BAHAMAS;5534.91;17283.4;176.3;550.53;;
9439670;CAPTAIN A. STELLATOS;5935.3;18759.24;126.74;400.59;;
9439802;RIDGEBURY ROSEMARY E;2079.54;6578.83;89.95;284.56;;
9439814;ERIN SCHULTE;1719.77;5497.95;78.04;249.48;;
9439826;EVA SCHULTE;2134.78;6843.87;66.92;214.55;;
9439840;ELISABETH SCHULTE;2411.15;7645.37;61.34;194.51;;
9439864;ERIKA SCHULTE;1927.19;6142.89;69.75;222.31;;
9439876;ELISALEX SCHULTE;2993.42;9493.76;77.39;245.44;;
9440033;TORM INDIA;1150.46;3601.35;92.13;288.41;;
9440083;NEPTUNE ITHAKI;5442.1;16983.98;89.57;279.55;;
9440095;NEPTUNE ODYSSEY;4897.1;15291.21;77.54;242.12;;
9440100;NEPTUNE ILIAD;5311.3;16587.92;72.87;227.59;;
9440148;NEPTUNE HELLAS;4422.09;13798.6;78.66;245.44;;
9440150;CAPE MALE;1571.26;4907.21;124.75;389.62;;
9440241;ARKLOW MANOR;2091.68;6628.12;57.65;182.69;;
9440253;ARKLOW MARSH;1789.89;5676.01;56.84;180.25;;
9440265;ARKLOW MILL;2297.45;7260.94;58.53;184.97;;
9440277;ARKLOW MEADOW;2243.17;7109.35;52.18;165.39;;
9440306;MSC MELTEMI III;1644.27;5189.11;185.97;586.9;;
9440320;MARAN GRACE;2169.62;6771.37;173.14;540.38;;
9440382;MIKELA P.;8039.6;25428.06;170.14;538.13;;
9440394;SEACON 9;1359.65;4264.06;131.04;410.95;;
9440447;CSL THAMES;328.18;1040.61;75.33;238.86;;
9440473;ALTESSE;1474.4;4614.11;140.67;440.24;;
9440485;ARAMON;2160.8;6767.68;110.74;346.85;;
9440497;ALIGOTE;980.3;3074.24;148.55;465.86;;
9440514;PAG;1234.99;3901.64;83.51;263.82;;
9440526;MINERVA ELPIDA;6716.88;21265.88;153.69;486.6;;
9440576;PANTONIO;3023.84;9610.95;86.62;275.3;;
9440588;PENGALIA;2345.27;7419.95;86.68;274.24;;
9440590;VENTO DI PONENTE;3585.91;11374.91;68.4;216.97;;
9440605;NINA A;3023.53;9614.62;72.79;231.47;;
9440796;BALTIMORE STAR;4496.1;14034.46;158.44;494.55;;
9440801;HERON HUNTER;3236.14;10083.4;148.27;461.99;;
9440825;DUBAI EXPRESS;3477.09;10852.43;119.53;373.06;;
9440849;STAR LUNA;1202.11;3764.59;126.13;394.98;;
9440916;BULK PRIDE;1083.8;3434.45;95.42;302.38;;
9440930;PAQUETA ISLAND;1987.55;6224.12;100.65;315.18;;
9440978;THOR COURAGE;1945.16;6071.16;112.54;351.24;;
9440992;G TAISHAN;1203.64;3768.35;87.42;273.7;;
9441001;MSC PALOMA;19038.08;59989.48;343.7;1083.01;;
9441130;ABEL MATUTES;13073.03;38170.36;147.19;429.77;;
9441142;BAHAMA MAMA;11315.38;33449.57;134.11;396.43;;
9441154;CAPE TALLIN;937.5;2921.92;138.07;430.33;;
9441166;CAPE TAMPA;3259.1;10264.68;134.6;423.93;;
9441180;CAPE TEES;1165.2;3641.81;111.79;349.38;;
9441207;MINDORO STAR;2545.88;7965.77;114.88;359.46;;
9441271;CANARY;118.2;368.84;74.25;231.68;;
9441283;CRANE;2264.91;7068.73;111.3;347.37;;
9441295;EGRET BULKER;480.2;1497.78;100.17;312.45;;
9441300;GANNET BULKER;2662.94;8305.7;103.15;321.73;;
9441312;GREBE BULKER;474.12;1479.32;95.6;298.28;;
9441324;IBIS BULKER;925.3;2887.52;98.06;306.02;;
9441336;JAY;1751.25;5469.65;109.44;341.8;;
9441374;ORIOLE;1262.65;3946.37;112.14;350.48;;
9441386;OWL;1295.3;4044.04;114;355.93;;
9441403;PUFFIN BULKER;1073.4;3353.21;128.32;400.86;;
9441415;ROADRUNNER BULKER;341.6;1064.65;112.11;349.41;;
9441427;SANDPIPER BULKER;2970.08;9277.99;119.31;372.7;;
9441506;DIGNITY ACE;4533.2;14319.55;106.92;337.74;;
9441520;HORIZON LEADER;1194.9;3786.06;113.68;360.21;;
9441556;HERITAGE LEADER;963;3034.41;102.64;323.43;;
9441568;HARMONY LEADER;1578.72;5000.41;129.68;410.75;;
9441570;HEROIC LEADER;888.5;2811.49;106.84;338.08;;
9441582;GLOVIS CLIPPER;1335.7;4224.31;128.15;405.29;;
9441594;GLOVIS CARAVEL;2481.7;7838.05;122.76;387.71;;
9441609;RCC CLASSIC;5185.6;16422.75;134.06;424.58;;
9441611;RCC COMPASS;3281.95;10369;126.81;400.66;;
9441623;RCC ANTWERP;901.1;2851.74;110.63;350.12;;
9441867;DONG-A GLAUCOS;4075.72;12868.88;153.29;483.99;;
9441984;LUBIE;1181.25;3697.59;86.21;269.84;;
9442017;SERENE SEA;829.2;2587.53;106.69;332.93;;
9442108;SIYA;532.7;1688.36;41.21;130.61;;
9442158;SEARANGER;1141.9;3600.37;174.26;549.42;;
9442378;PANAMANIAN;821.9;2586.59;109.73;345.34;;
9442380;MAGIC VENUS;1924.17;6034.24;125.67;394.11;;
9442392;FORTUNA;2926.68;9265.42;121.05;383.23;;
9442471;GENEROSITY;2001.47;6310.27;111.27;350.8;;
9442512;YASA H.MULLA;2921.72;9156.09;114.64;359.25;;
9442524;IKAN BAWAL;1603.58;5003.69;126.89;395.92;;
9442548;ARIANE MAKARA;299.87;945.93;69.43;219.02;;
9442550;GINGA LYNX;1941;6080.77;98.14;307.45;;
9442562;BOW EMMA;910.16;2854.05;83.18;260.83;;
9442574;MAJESTY;0;0;Division by zero!;Division by zero!;;
9442718;EVANGELISTRIA;2374.99;7448.61;105.88;332.08;;
9442720;DAISY M;3919.22;12401.16;120.1;380.02;;
9442861;FLORIDA HIGHWAY;498.3;1579.16;101.3;321.03;;
9442873;COLUMBIA HIGHWAY;1263.8;3992.04;93.54;295.47;;
9442885;ADRIATIC HIGHWAY;5338.7;16708.66;105.21;329.27;;
9442914;DONIA;2363.32;7576.81;41.45;132.9;;
9443059;EXPRESS BLACK SEA;3492.74;11008.35;132.5;417.61;;
9443061;SEN ARCHE;80.57;258.31;39.6;126.95;;
9443073;ATHENS HIGHWAY;511.7;1606.82;97.19;305.19;;
9443126;LUNARA;1078.04;3426.25;62.32;198.07;;
9443152;TORM NEW ZEALAND;1238.15;3864.51;86.79;270.89;;
9443164;TORM MALAYSIA;1985.12;6214.1;83.05;259.98;;
9443255;BALTIC QUEEN;9187;28948.73;208.35;656.51;;
9443396;CAPE MORETON;1604.88;5065.55;80.93;255.45;;
9443401;AAMIRA;4841.8;15018.3;378.12;1172.85;;
9443425;BALTIC SAPPHIRE;3799.64;12070.05;86.26;274;;
9443463;CMA CGM LEBU;684.91;2158.16;168.99;532.48;;
9443554;BORE SEA;11423.01;35660;117.07;365.46;;
9443566;BORE SONG;8060.97;25134.22;102.49;319.56;;
9443580;SYNERGY ANTWERP;3712.8;11578.22;157.48;491.1;;
9443619;GOLDEN ZHEJIANG;1198.73;3752.91;180.42;564.86;;
9443669;HEEMSKERKGRACHT;1858.03;5821.62;62.41;195.55;;
9443683;AL DAFNA;4590.75;14473.06;433.29;1366.03;;
9443762;CRISTINA MASAVEU;2902.17;9304.35;69.73;223.55;;
9443774;SERVET ANA;901.15;2808.01;64.8;201.91;;
9443839;SEA DUCK;896.57;2828.24;65.15;205.51;;
9443841;TIGRIS;2508.13;8041.06;60.91;195.27;;
9443918;MACURU ARROW;1551;4874.99;102.85;323.27;;
9444027;HL SINES;5802.15;18075.14;157.43;490.42;;
9444455;SONGA PEARL;3157.88;9884.56;104.57;327.3;;
9444467;SONGA SAPPHIRE;3774.93;11833.57;100.94;316.44;;
9444479;SONGA RUBY;2676.25;8393.11;108.19;339.31;;
9444508;SERENA M;2608.17;8170.62;98.74;309.34;;
9444716;SANTA CLARA;21698.55;67569.51;273.6;851.99;;
9444728;SANTA ISABEL;19684.7;54642.89;256.07;710.84;;
9444742;SANTA CRUZ;14511.15;38199.38;276.39;727.56;;
9444912;HELGA;1056.5;3343.58;66.44;210.26;;
9445071;INCE FORTUNE;705.69;2210.61;118.41;370.93;;
9445124;DESPINA;1598.76;5048.52;62.4;197.04;;
9445136;ERIKETI;168.7;529.25;53.27;167.11;;
9445203;REK GRACE;1490.51;4717.57;69.08;218.64;;
9445409;GLOVIS SOLOMON;1970.05;6181.36;152.65;478.95;;
9445540;BEGONIA S;1548.35;4964.01;42.02;134.71;;
9445655;GOLDEN OAK;553.6;1746.02;73.63;232.21;;
9445667;DESERT OAK;592.61;1889.7;66.86;213.19;;
9445679;INFINITY V;1542.61;4828.08;99.58;311.67;;
9445693;ECOPACIFIC;1767.93;5547.7;204.29;641.06;;
9445710;UNION TRADER;3070.2;9627.55;96.18;301.62;;
9445904;CELSIUS LIVERPOOL;6403.74;20051.97;168.28;526.92;;
9445916;CAPE MOSS;756.93;2359.52;193.6;603.49;;
9445954;GAS GROUPER;1926.33;6019.53;99.14;309.79;;
9445980;MORNING LADY;3246.29;10129.66;139.35;434.82;;
9445992;MORNING LAURA;5170.4;16161.85;127.99;400.08;;
9446001;MORNING LENA;3298.98;10284.62;145.14;452.48;;
9446013;MORNING LILY;3343.36;10490.66;120.34;377.6;;
9446087;SAIKO;2551.05;8048.66;145.84;460.13;;
9446104;SANTA MARTA EXPRESS;4351.2;13635.16;114.45;358.65;;
9446128;YUAN AN HAI;1308.54;4081.23;99.63;310.74;;
9446130;YUAN SHUN HAI;3582.4;11224.82;122.28;383.14;;
9446180;ZHOU SHAN HAI;431.99;1347.44;102.68;320.29;;
9446374;MARE DORICUM;2272.1;7205.82;209.14;663.28;;
9446427;ALTAI;4363;13652.2;165.74;518.63;;
9446465;AQUA BONANZA;3109.95;9819.26;178.36;563.15;;
9446611;ORANGE TIGER;3615.05;11406.25;150.1;473.58;;
9446881;ADRIA ACE;32.6;102.72;97.31;306.63;;
9447029;BASAT;3797;12173.18;77.27;247.72;;
9447043;HULIN;857;2747.54;65.05;208.55;;
9447055;MANAS;4363.18;13988.36;93.75;300.58;;
9447067;SELENKA;3139;10063.63;75.96;243.53;;
9447287;FT STURLA;555.34;1738.77;50.5;158.11;;
9447299;FT NERVI;2317.72;7259.83;57.95;181.52;;
9447304;FT QUINTO;2165.07;6791.57;62.37;195.65;;
9447330;FT QUARTO;1770.15;5577.9;109.41;344.75;;
9447744;NH ERLE;647.2;2023.9;88.57;276.98;;
9447756;NH SIRI;1394;4421.23;106.81;338.77;;
9447770;CEDAR EXPRESS;2471.72;7729.51;86.89;271.73;;
9447782;DORADO PLUS;1240.66;3890.12;32.63;102.31;;
9447794;GAS SNAPPER;5342.78;16865.35;85.61;270.23;;
9447809;GAS MANTA;1675.34;5236.45;77.54;242.36;;
9447847;MADRID EXPRESS;5573.96;17415.45;313.09;978.23;;
9447859;TENO;4691.1;14790.22;259.82;819.18;;
9447861;ROME EXPRESS;2317.1;7215.57;298.17;928.53;;
9447873;TUBUL;857.3;2671.52;182.06;567.32;;
9447885;SOUTHAMPTON EXPRESS;3065.73;9625.49;258.65;812.07;;
9447897;TEMPANOS;580.6;1834.38;150.1;474.25;;
9447902;PARIS EXPRESS;4712.46;14739.12;316.14;988.78;;
9447914;TORRENTE;4434.3;13946.49;218.08;685.89;;
9448023;EVRYDIKI;3798.7;11857.16;155.42;485.13;;
9448035;IDOMENEAS;2610.79;8152.39;161.3;503.67;;
9448047;BIRTE OLDENDORFF;2611.5;8151.99;149.93;468.03;;
9448114;LIBERTY PRIDE;2557.4;7975.69;123.54;385.29;;
9448138;SILVER MOON;5925.24;18729.77;88.58;280.01;;
9448243;MISAGO ARROW;1151.89;3634.66;89.51;282.43;;
9448255;AVOCET ARROW;881.1;2777.99;79.96;252.1;;
9448279;UBC CORK;3079.63;9814.66;56.3;179.44;;
9448281;UBC CARTAGENA;2547.54;8088.31;54.42;172.78;;
9448308;PAUWGRACHT;894.18;2802.01;122.31;383.26;;
9448310;CLOTILDE;2523.82;7959.56;102.87;324.43;;
9448322;VORIAS;4191;13261.63;90.3;285.74;;
9448346;PALEISGRACHT;4236.68;13225.6;102.09;318.7;;
9448358;PIJLGRACHT;1480.24;4643.9;98.24;308.22;;
9448360;POOLGRACHT;793.92;2506.6;102.18;322.6;;
9448372;PRINSENGRACHT;3688.81;11556.36;93.62;293.3;;
9448384;PIETERSGRACHT;2948.48;9251.45;93.2;292.43;;
9448425;LIBERTY PROMISE;1460.5;4564.51;113.09;353.43;;
9448451;ARA HAMBURG;2712.33;8603.95;45.28;143.62;;
9448487;GAZ FRATERNITY;2995.35;9352.66;113.97;355.87;;
9448499;GAZ SERENITY;6111.86;19238.62;84.4;265.68;;
9448504;GAZ PROVIDENCE;4494.43;14039.18;98.73;308.41;;
9448578;JOKER;360.33;1137.81;105.37;332.73;;
9448669;MARIELYST;7167.6;22356.66;85.22;265.83;;
9448671;BEATRIZ B;5413.9;17083.4;68.73;216.89;;
9448695;ELBSAILOR;4548.85;14273.4;75.35;236.43;;
9448700;DILAM;5485.16;17163.48;226.58;709;;
9448712;LAPEROUSE;772.1;2439.3;82.8;261.6;;
9448724;LA DIGUE;4431.7;13826.62;96.88;302.25;;
9448748;COSCO JAPAN;5999.78;19016.28;281.51;892.23;;
9448762;COSCO PHILIPPINES;16449.86;51887.96;296.61;935.61;;
9448774;COSCO MALAYSIA;4953.71;15624.18;229.89;725.09;;
9448786;COSCO INDONESIA;12366.46;38988.88;237.75;749.56;;
9448815;COSCO VIETNAM;16117.8;50826.37;235.55;742.8;;
9448827;GH TRAMONTANE;1853.4;5771.57;158.3;492.96;;
9449106;MENDELSSOHN;5386.7;16784.66;188.86;588.49;;
9449118;GH MAESTRO;7204.2;22451.16;168.17;524.09;;
9449120;CHOPIN;5956.91;18565.31;144.19;449.39;;
9449247;RHODOS;688.4;2180.44;93.18;295.13;;
9449340;FOUR AIDA;916.6;2901.53;88.68;280.72;;
9449352;ULTRA GALAXY;1172.05;3652.74;52.34;163.12;;
9449388;SANTANA;1201;3815.15;37.27;118.4;;
9449405;MARE PICENUM;870.7;2751.64;124.44;393.26;;
9449443;PORTOLA;1312.2;4149.46;89.68;283.59;;
9449467;PUERTO AYSEN;0;0;Division by zero!;Division by zero!;;
9449780;KEFALONIA;1049.31;3300.51;70.32;221.18;;
9449792;PAXI;1195.33;3774.28;71.42;225.52;;
9449819;CMA CGM CENDRILLON;5048.7;15921.01;274.93;866.97;;
9449833;WARNOW MASTER;5254.32;16549.71;118.79;374.15;;
9449845;AS ROSALIA;4409.38;13776.6;105;328.07;;
9449871;LADY SALIHA;387.2;1222.5;78.46;247.72;;
9449883;LADY SERRA;3008.36;9466.31;81.73;257.19;;
9449895;LADY ALARA;1776.7;5612.02;77.17;243.76;;
9450155;PENGHU SW;476.11;1489.85;81.81;256;;
9450301;NORTHERN PRACTISE;10143.19;31823.94;191.46;600.7;;
9450313;NORTHERN PRIORITY;1360.03;4246.1;164.5;513.58;;
9450325;NORTHERN PRELUDE;6545.42;20443.61;154.4;482.25;;
9450337;NORTHERN JUBILEE;13942.48;43669.04;286.09;896.06;;
9450351;NORTHERN JUSTICE;12935.21;40362.34;281.4;878.08;;
9450375;C HAMBURG;12969.64;40974.65;306.75;969.11;;
9450399;PRAGUE EXPRESS;3156.91;9939.66;239.06;752.69;;
9450404;SOFIA EXPRESS;3021.39;9501.83;255.85;804.61;;
9450416;VIENNA EXPRESS;15207.74;47541.66;227.94;712.57;;
9450428;NAGOYA EXPRESS;3671.11;11565.98;220.98;696.2;;
9450430;BUDAPEST EXPRESS;5094.95;16023.46;222.3;699.14;;
9450442;FRANKFURT EXPRESS;7475.78;23384.59;217.81;681.32;;
9450571;SYNERGY BUSAN;8393.6;26466.74;185.79;585.82;;
9450624;CMA CGM DALILA;16192.7;51037.45;244.82;771.65;;
9450636;CMA CGM TITUS;4441.9;14045.34;246.45;779.27;;
9450650;FOUR NABUCCO;1939.72;6092.05;83.09;260.97;;
9450662;FOUR OTELLO;1856.26;5817.31;82.78;259.43;;
9450674;FOUR RIGOLETTO;901.07;2838.82;85.78;270.26;;
9450727;0542 MONTEGO BAY;424.87;1325.53;92.62;288.98;;
9450739;0543 MAPUTO;764.3;2414.93;89.71;283.44;;
9450753;0545 MONTREAL;1708.79;5393;91.97;290.27;;
9450765;0544 MOBILE;857.02;2707.27;82.41;260.34;;
9450777;MONTEVIDEO;2038.04;6444.49;83.36;263.59;;
9450789;ATALANTA T;1486.88;4661.16;76.49;239.77;;
9450832;APHRODITE M;686.3;2178.01;88.89;282.09;;
9450844;KALLIOPI S;796.06;2502.9;104.26;327.82;;
9450868;CAPTAIN VANGELIS;0;0;Division by zero!;Division by zero!;;
9450894;STAR DESPOINA;1712.59;5342.38;189.87;592.28;;
9450911;REN JIAN 16;8172.15;25505.57;162.96;508.61;;
9450923;REN JIAN 17;11414.46;35636.01;157.62;492.1;;
9450935;REN JIAN 25;11376.35;35487.27;173.96;542.65;;
9451006;MEDITERRANEAN SEA;7449.4;23395.66;104.6;328.5;;
9451044;ANGLO ALEXANDRIA;4622.73;14438.89;156.39;488.48;;
9451214;MELIGUNIS M;2450.5;7700.23;76.46;240.25;;
9451226;ALI KA;1682.91;5334.01;49.34;156.39;;
9451288;CHEMROAD QUEST;1768.4;5533.04;80.52;251.95;;
9451305;DA ZI YUN;0;0;Division by zero!;Division by zero!;;
9451317;DA YU XIA;1415.63;4448.63;68;213.69;;
9451329;DA CUI YUN;0;0;Division by zero!;Division by zero!;;
9451343;DA TONG YUN;2013.01;6326.31;80.67;253.53;;
9451355;DA HONG XIA;0;0;Division by zero!;Division by zero!;;
9451367;DA CAI YUN;1731.38;5424.94;69.1;216.51;;
9451410;NORDIC MASA;1152.63;3642.6;69.97;221.14;;
9451460;ATAHUALPA;493.69;1543.49;76.29;238.52;;
9451575;SENATA;1330;4210.58;36.53;115.65;;
9451692;ALPINE MARINA;1732.65;5458.63;98.88;311.52;;
9451719;MONZA EXPRESS;3703;11723.76;78.59;248.83;;
9451721;NEPTUNE HORIZON;4007.99;12518.74;78.08;243.88;;
9451733;NINA;3194.99;10023.26;95.54;299.71;;
9451898;GLOVIS COUGAR;3007.65;9426.89;126.66;397.01;;
9451915;CMA CGM AFRICA ONE;2890.8;9110.47;161.95;510.38;;
9451927;CMA CGM AFRICA TWO;3756.2;11836.19;163.56;515.38;;
9451939;CMA CGM AFRICA THREE;2383.2;7509.46;163.48;515.12;;
9451965;CMA CGM AFRICA FOUR;4353.6;13718.2;178.43;562.23;;
9451991;GAS COBIA;989.37;3095.33;84.38;264;;
9452139;KAI XUAN;588.32;1856.62;117.63;371.21;;
9452218;STINNES MISTRAL;1802.76;5700.76;56.58;178.93;;
9452220;NOMADIC HJELLESTAD;843.08;2632.83;54.09;168.93;;
9452323;SIFTERI;360.01;1139.12;34.54;109.29;;
9452490;STELIOS B;1475.68;4650.59;92.34;291.02;;
9452505;SEAGULL;1585.78;5018.75;97.87;309.74;;
9452517;SOCRATIS;1571.19;4959.17;112.76;355.91;;
9452543;THEMIS;2828.68;8960.69;105.02;332.68;;
9452555;PLATON;2804.08;8878.35;133.27;421.97;;
9452593;GIEWONT;3746.22;11732.92;116.43;364.65;;
9452608;JAWOR;2061.36;6465.24;115.35;361.78;;
9452610;ORNAK;2865.61;8963.82;105.76;330.82;;
9452622;RYSY;2284.16;7151.81;130.38;408.23;;
9452634;JACOB H;328.87;1038.11;93.24;294.33;;
9452660;HAUT BRION;769.42;2424.48;84.84;267.34;;
9452854;SUPER TRADER;977.56;3091.27;97.21;307.41;;
9452880;AFRODITI;6016.3;19024.47;162.22;512.95;;
9452907;SEA ETIQUETTE;440.31;1394.93;74.01;234.47;;
9453030;NEVERLAND DREAM;429.82;1345.06;147.25;460.79;;
9453054;PATRICIA V;3544.52;11268.41;113.25;360.02;;
9453066;ELENA VE;4273.84;13567.54;118;374.61;;
9453107;RCC PASSION;531.2;1676.47;97.37;307.29;;
9453248;OCEAN KNIGHT;1608.23;5080.26;97.99;309.56;;
9453250;XINHAITONG22;242.37;765.3;84.13;265.64;;
9453298;MSC CRISTIANA;4424.55;13979.48;122.27;386.32;;
9453365;SPYROS V;595.93;1864.27;151.6;474.25;;
9453391;SKAFIA WAVE;662.99;2073.03;124.43;389.08;;
9453406;MYKONOS WAVE;1759.32;5531.11;118.77;373.41;;
9453535;SARONIC TRADER;4257.23;13288.55;173.54;541.68;;
9453614;MEROVING;1157.7;3627.04;37.33;116.95;;
9453731;BERGE TORRE;1557.8;4857.4;134.32;418.81;;
9453767;MARIA MARIA;0;0;Division by zero!;Division by zero!;;
9453781;PELAGICA;2164.91;6850.01;62.57;197.98;;
9453793;COE LENI;2459.3;7804.04;55.97;177.6;;
9453822;DRAGAO DO MAR;4791.66;14975.43;183.72;574.17;;
9453834;HENRIQUE DIAS;4667;14559.35;181.3;565.59;;
9453858;MARCILIO DIAS;1252.77;3912.58;159.3;497.53;;
9453896;ABDIAS NASCIMENTO;1776.9;5546.32;162.3;506.61;;
9453987;EAGLE HALIFAX;1971.5;6237.2;177.04;560.1;;
9454034;MOLIVA;2333.24;7365.08;50.95;160.83;;
9454125;MATRIX;1100.82;3486.49;37.44;118.59;;
9454151;AM GIJON;3569.75;11281.22;151.29;478.12;;
9454204;KEN WAVE;808.76;2551.03;108.28;341.55;;
9454216;HOLLUM;2191.5;6974.47;42.58;135.53;;
9454228;BBC MARMARA;1542.06;4883.98;43.67;138.32;;
9454230;SVENDBORG;8259.6;25756.76;90.73;282.93;;
9454242;SONDERBORG;4376.8;13841.73;79.9;252.69;;
9454292;KEY FRONTIER;2060.46;6546.73;101.69;323.09;;
9454448;CMA CGM ALEXANDER VON HUMBOLDT;5964.2;18585.89;337.29;1051.09;;
9454450;CMA CGM JULES VERNE;9853.9;30732.72;358.7;1118.73;;
9454503;YASA EMIRHAN;1222.09;3826.61;99.77;312.41;;
9454656;SHUN XIN;1459.6;4557.41;99.48;310.62;;
9454668;QU SHAN HAI;1140.56;3559.2;89.48;279.22;;
9454711;COSCO SHENGSHI;184.9;591.17;131.51;420.46;;
9454723;COSCO TENGFEI;0;0;Division by zero!;Division by zero!;;
9454759;BALTIC KLIPPER;6365;19823.09;118.74;369.81;;
9454761;ATLANTIC KLIPPER;5741.6;17882.06;117.06;364.59;;
9455052;ATLANTIC SIRIUS;3294.3;10447.76;118.6;376.13;;
9455533;MARAN DAWN;1291.57;4066.82;155.17;488.58;;
9455545;MARAN SKY;2167.3;6776.73;125.49;392.37;;
9455557;MARAN SUN;4782.88;14967.72;145;453.77;;
9455571;SITHONIA II;300.3;950.53;32.96;104.33;;
9455650;BREEZE;0;0;Division by zero!;Division by zero!;;
9455715;RCC PRESTIGE;2324.95;7363.25;91.43;289.55;;
9455739;CHAMPION POMER;2230.52;7020.03;115.24;362.7;;
9455741;VELEBIT;908.6;2877.59;105.1;332.86;;
9455818;GLENDA MELODY;941.6;2947.69;95.07;297.63;;
9455856;PANAYIOTA K;2054.31;6414.03;139.53;435.65;;
9455923;CLIPPER DEE;1059.56;3310.15;82.58;257.98;;
