;;Totals;;;;;;;;;;;Average energy efficiency;;;;;;;;;;;;Distance and time;;;Average energy efficiency on Laden Voyages;;;;;;;;;;;;Additional voluntary reporting;
IMO Number;Name;Total fuel consumption [m tonnes];Fuel consumptions assigned to On laden [m tonnes];Total CO₂ emissions [m tonnes];CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes];CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes];CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes];CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes];CO₂ emissions assigned to Passenger transport [m tonnes];CO₂ emissions assigned to Freight transport [m tonnes];CO₂ emissions assigned to On laden [m tonnes];Annual Total time spent at sea [hours];Annual average Fuel consumption per distance [kg / n mile];Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles];Annual average Fuel consumption per transport work (volume) [g / m³ · n miles];Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles];Annual average Fuel consumption per transport work (pax) [g / pax · n miles];Annual average Fuel consumption per transport work (freight) [g / m tonnes · n miles];Annual average CO₂ emissions per distance [kg CO₂ / n mile];Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles];Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles];Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles];Annual average CO₂ emissions per transport work (pax) [g CO₂ / pax · n miles];Annual average CO₂ emissions per transport work (freight) [g CO₂ / m tonnes · n miles];Through ice [n miles];Total time spent at sea [hours];Total time spent at sea through ice [hours];Fuel consumption per distance on laden voyages [kg / n mile];Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles];Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles];Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles];Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles];Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles];CO₂ emissions per distance on laden voyages [kg CO₂ / n mile];CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles];CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles];CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles];CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles];CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles];Additional information to facilitate the understanding of the reported average operational energy efficiency indicators;Average density of the cargo transported [m tonnes / m³]
9727326;CLIPPER VIKING;2029,21;;6336,92;923,78;807,44;4439,28;166,43;N/A;N/A;;2342,1;75,47;1,98;N/A;N/A;N/A;N/A;235,7;6,18;N/A;N/A;N/A;N/A;N/A;2342,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727376;INSPIRATION LAKE;735,54;;2304,07;86,15;943,32;1191,82;82,78;N/A;N/A;;997,8;62,96;2,1;N/A;N/A;N/A;N/A;197,22;6,57;N/A;N/A;N/A;N/A;N/A;997,8;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727431;ND PISTIS;832,51;;2605,94;1182,07;0;1009,24;414,64;N/A;N/A;;882,5;113,83;0,85;N/A;N/A;N/A;N/A;356,32;2,66;N/A;N/A;N/A;N/A;N/A;882,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727479;ARIETTA LILY;625,7;;1958,68;0;937,77;922,81;98,1;N/A;N/A;;813,75;79,28;2,75;N/A;N/A;N/A;N/A;248,19;8,6;N/A;N/A;N/A;N/A;N/A;813,75;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727493;TCZEW;1507,65;;4724,34;1038,14;2429,06;1066,49;190,66;N/A;N/A;;3335,24;66,61;2,83;N/A;N/A;N/A;N/A;208,72;8,85;N/A;N/A;N/A;N/A;0;3335,24;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727534;NAVIG8 AMMOLITE;1094,55;;3449,15;889;0;2215;345;N/A;N/A;;1217;96,89;3,18;N/A;N/A;N/A;N/A;305,32;10,02;N/A;N/A;N/A;N/A;N/A;1217;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727558;NAVIG8 ARAGONITE;1894,78;;5943,62;1739;1578;2035;591;N/A;N/A;;2394;90,93;3,9;N/A;N/A;N/A;N/A;285,24;12,25;N/A;N/A;N/A;N/A;N/A;2394;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727560;NAVIG8 AZURITE;989,45;;3109,93;819;1577;537;177;N/A;N/A;;1089;84,42;3,22;N/A;N/A;N/A;N/A;265,35;10,13;N/A;N/A;N/A;N/A;N/A;1089;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727572;NAVIG8 ALABASTER;2163,8;;6806,48;729,01;1885,96;3225,3;966,21;N/A;N/A;;2046,6;110,49;4,99;N/A;N/A;N/A;N/A;347,54;15,69;N/A;N/A;N/A;N/A;N/A;2046,6;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727584;NAVIG8 ACHROITE;1857,97;;5818,97;419;1682;3505;213;N/A;N/A;;2032;90,75;3,07;N/A;N/A;N/A;N/A;284,23;9,61;N/A;N/A;N/A;N/A;N/A;2032;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727596;GEBE OLDENDORFF;3714;3714;11767,7;401;3365;7550;451;N/A;N/A;11767,71;4969;96,9;2,43;N/A;N/A;N/A;N/A;307,02;7,7;N/A;N/A;N/A;N/A;;4969;;Division by zero!;2,43;N/A;N/A;N/A;N/A;Division by zero!;7,7;N/A;N/A;N/A;N/A;;
9727601;GERTRUDE OLDENDORFF;2006;2006;6317,43;0;3180;2994;142;N/A;N/A;6317,43;2687;95,96;3,14;N/A;N/A;N/A;N/A;302,21;9,89;N/A;N/A;N/A;N/A;;2687;;Division by zero!;3,14;N/A;N/A;N/A;N/A;Division by zero!;9,89;N/A;N/A;N/A;N/A;;
9727637;FENG DE HAI;1415,38;;4436,5;408,22;2282,17;1514,65;231,47;N/A;N/A;;1243,56;88,55;2,12;N/A;N/A;N/A;N/A;277,56;6,64;N/A;N/A;N/A;N/A;N/A;1243,56;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727651;FENG SHOU HAI;1948,37;;6086,28;313,36;1864,25;3538,44;370,23;N/A;N/A;;1760,43;87,27;2,32;N/A;N/A;N/A;N/A;272,61;7,25;N/A;N/A;N/A;N/A;N/A;1760,43;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727871;MAERSK GUAYAQUIL;9647,14;;30151,42;10831,17;12401,36;5958,61;960,25;N/A;N/A;;3029,19;225,15;2,85;N/A;N/A;N/A;N/A;703,68;8,91;N/A;N/A;N/A;N/A;N/A;3029,19;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727974;FLAG METTE;4175,06;;13246,35;3635,01;4239,89;4613,65;769,06;N/A;N/A;;4980;105,88;2,09;N/A;N/A;N/A;N/A;335,93;6,64;N/A;N/A;N/A;N/A;;4980;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727986;DESPINA V;2557,39;;8040,67;1003,93;3090,09;3400,56;550,12;N/A;N/A;;3275,57;115,89;3170,09;N/A;N/A;N/A;N/A;364,38;9967,05;N/A;N/A;N/A;N/A;;3275,57;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728069;DRIVE GREEN HIGHWAY;8722;;27310,48;4557,11;12583,01;9529,79;640,56;N/A;N/A;;4973,01;108,94;16,29;N/A;;N/A;N/A;341,12;51,01;N/A;;N/A;N/A;N/A;4973,01;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9728071;ORION HIGHWAY;9451,7;;29617,54;6312,64;13112,1;9351,87;840,93;N/A;N/A;;5544,57;104,12;16,96;N/A;;N/A;N/A;326,27;53,13;N/A;;N/A;N/A;N/A;5544,57;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9728083;APOLLON HIGHWAY;1056,6;;3308,83;763,84;1575,83;891,57;77,59;N/A;N/A;;756,2;88,73;13,85;N/A;;N/A;N/A;277,87;43,36;N/A;;N/A;N/A;N/A;756,2;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9728095;POLARIS HIGHWAY;6727;;21093,77;5723,14;6925,74;7799,85;645,04;N/A;N/A;;4139,78;98,52;17,91;N/A;;N/A;N/A;308,91;56,15;N/A;;N/A;N/A;N/A;4139,78;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9728124;GENEVA STAR;1632,45;;5111,47;397,98;1906,44;2447,77;359,26;N/A;N/A;;1679,6;102,48;2,18;N/A;N/A;N/A;N/A;320,87;6,83;N/A;N/A;N/A;N/A;N/A;1679,6;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728136;LOWLANDS COMFORT;3570,06;;11184,44;895,33;4929,62;5108,01;251,49;N/A;N/A;;3541,62;104,71;1,94;N/A;N/A;N/A;N/A;328,05;6,07;N/A;N/A;N/A;N/A;N/A;3541,62;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728150;DORIC TRIDENT;2448,79;;7668,7;375,97;4079,83;3009,71;203,19;N/A;N/A;;2729;87,09;2,55;N/A;N/A;N/A;N/A;272,72;7,98;N/A;N/A;N/A;N/A;N/A;2729;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728174;NORD POLLUX;826,24;;2585,81;0;1076,77;1467,36;41,68;N/A;N/A;;744,9;88,92;2,21;N/A;N/A;N/A;N/A;278,28;6,91;N/A;N/A;N/A;N/A;N/A;744,9;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728186;MEDI GLADSTONE;1540,1;1540,1;4853,51;1323,13;1192,21;2073,15;265,02;N/A;N/A;4853,51;1488,7;88,92;2,1;N/A;N/A;N/A;N/A;280,23;6,61;N/A;N/A;N/A;N/A;N/A;1488,7;N/A;Division by zero!;2,1;N/A;N/A;N/A;N/A;Division by zero!;6,61;N/A;N/A;N/A;N/A;;
9728215;AOM BIANCA;343,99;;1071,78;0;1071,78;0;0;N/A;N/A;;308,3;78,11;Division by zero!;N/A;N/A;N/A;N/A;243,36;Division by zero!;N/A;N/A;N/A;N/A;N/A;308,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728239;MINERVA CORALIA;2303,79;;7217,01;0;1914,5;4364,3;938,1;N/A;N/A;;2314,9;114,1;1,84;N/A;N/A;N/A;N/A;357,44;5,76;N/A;N/A;N/A;N/A;N/A;2314,9;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728241;MINERVA BALTICA;5055,21;;15903,45;1612,9;3141,2;8831,2;2318;N/A;N/A;;3940;131,99;2,63;N/A;N/A;N/A;N/A;415,23;8,26;N/A;N/A;N/A;N/A;;3940;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728370;DARYA KRISHNA;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728382;CRYSTAL CONFIDENCE;1042,07;;3263,38;173;1372;1556;162;N/A;N/A;;1452;67,4;2,73;N/A;N/A;N/A;N/A;211,09;8,56;N/A;N/A;N/A;N/A;N/A;1452;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728461;FIORA TOPIC;1867;;5862,32;1248;3154;1116;344;N/A;N/A;;2164;74,14;3,2;N/A;N/A;N/A;N/A;232,81;10,04;N/A;N/A;N/A;N/A;N/A;2164;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728485;AFRICAN GOSHAWK;696,9;696,9;2171,62;0;0;2171,62;0;N/A;N/A;2171,61;1105,9;57,35;1,91;N/A;;N/A;N/A;178,69;5,96;N/A;;N/A;N/A;N/A;1105,9;N/A;57,35;1,91;N/A;;N/A;N/A;178,69;5,96;N/A;;N/A;N/A;;
9728629;SBI ZUMBA;1133,1;;3548,07;0;1091,39;2228,22;228,46;N/A;N/A;;1008,5;99,17;2,39;N/A;N/A;N/A;N/A;310,53;7,5;N/A;N/A;N/A;N/A;N/A;1008,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728655;GREAT PROGRESS;1460,79;;4556,83;226,04;3175,86;1104,47;50,46;N/A;N/A;;1753,8;99,33;1,84;N/A;N/A;N/A;N/A;309,84;5,73;N/A;N/A;N/A;N/A;N/A;1753,8;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728667;GREAT PIONEER;3264,68;;10205,89;998,95;4135,44;4647,85;423,63;N/A;N/A;;3190,3;88,37;1,99;N/A;N/A;N/A;N/A;276,26;6,21;N/A;N/A;N/A;N/A;N/A;3190,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728849;SIDER TAYRONA;1030,58;265,16;3229,27;984,36;748,75;1373,22;122,95;N/A;N/A;829,58;2215,68;50,18;Division by zero!;N/A;6,51;N/A;N/A;157,24;Division by zero!;N/A;20,39;N/A;N/A;N/A;2215,68;N/A;51,39;Division by zero!;N/A;1,67;N/A;N/A;160,77;Division by zero!;N/A;5,24;N/A;N/A;;
9728851;VIKING CONQUEST;2826,05;;8886,7;414,28;3575,19;4575,9;321,34;N/A;N/A;;2171,7;80,49;22,25;N/A;Division by zero!;N/A;N/A;253,12;69,97;N/A;Division by zero!;N/A;N/A;N/A;2171,7;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9728863;VIKING DESTINY;2209,26;;6935,98;685,89;3609,66;2464,51;175,91;N/A;N/A;;1506,01;73,73;12,81;N/A;Division by zero!;N/A;N/A;231,48;40,22;N/A;Division by zero!;N/A;N/A;N/A;1506,01;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9728916;TRITON;16982,43;;53061,93;2357,37;24173,77;25677,6;853,18;N/A;N/A;;4172,38;256,7;2,4;N/A;N/A;N/A;N/A;802,07;7,5;N/A;N/A;N/A;N/A;N/A;4172,38;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728928;TITAN;16244,58;;50755,58;7202,68;19940,72;22574,97;1037,21;N/A;N/A;;4032,24;261,05;2,38;N/A;N/A;N/A;N/A;815,63;7,42;N/A;N/A;N/A;N/A;N/A;4032,24;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728930;TALOS;21182,03;;66147,3;21811,24;18740,36;24009,56;1586,13;N/A;N/A;;4691,7;271,63;2,51;N/A;N/A;N/A;N/A;848,25;7,83;N/A;N/A;N/A;N/A;N/A;4691,7;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728942;TAURUS;25388,51;;79286,06;27454,29;24101,27;26188,74;1541,76;N/A;N/A;;5354,78;281,8;2,39;N/A;N/A;N/A;N/A;880,04;7,45;N/A;N/A;N/A;N/A;N/A;5354,78;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9728954;THESEUS;13307;;41509,67;12177,55;7502,87;20539,63;1289,61;N/A;N/A;;2911,9;276,97;2,55;N/A;N/A;N/A;N/A;863,97;7,96;N/A;N/A;N/A;N/A;N/A;2911,9;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729025;ALORA;576;;1796,98;171;321;1245;62;N/A;N/A;;662,22;88,94;2,07;N/A;N/A;N/A;N/A;277,47;6,46;N/A;N/A;N/A;N/A;N/A;662,22;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729166;MARAN UNITY;1436,36;;4494,06;0;1787,17;2680,72;26,16;N/A;N/A;;1123,8;144,31;1,37;N/A;N/A;N/A;N/A;451,51;4,28;N/A;N/A;N/A;N/A;N/A;1123,8;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729178;ANANGEL HOPE;2179,84;;6811,08;0;1028,38;5682,58;100,12;N/A;N/A;;1962;126,15;0,88;N/A;N/A;N/A;N/A;394,17;2,74;N/A;N/A;N/A;N/A;N/A;1962;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729180;COTSWOLD;3817,16;;11916,07;0;4238,3;7299,24;378,53;N/A;N/A;;3133,92;123,9;0,28;N/A;N/A;N/A;N/A;386,77;0,87;N/A;N/A;N/A;N/A;N/A;3133,92;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729221;NORD LARKSPUR;532,47;450,93;1662,23;0;1404,31;113,79;92,04;N/A;N/A;1404,31;469,3;92,67;1,81;N/A;N/A;N/A;N/A;289,29;5,65;N/A;N/A;N/A;N/A;N/A;469,3;N/A;88,85;1,53;N/A;N/A;N/A;N/A;276,71;4,77;N/A;N/A;N/A;N/A;;
9729233;NORD LAVENDER;659,86;;2059,78;0;1475,12;559,72;0;N/A;N/A;;535,4;121,9;1,81;N/A;N/A;N/A;N/A;380,52;5,64;N/A;N/A;N/A;N/A;N/A;535,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729245;STI SELATAR;1693,29;;5301,25;1025,47;2689,39;1085,13;501,25;N/A;N/A;;1688,7;114,59;1,64;N/A;N/A;N/A;N/A;358,75;5,14;N/A;N/A;N/A;N/A;N/A;1688,7;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729271;HAFNIA SOYA;3184,81;;10073,16;621,09;4476,22;4011,08;964,78;N/A;N/A;;5572,42;68,8;4,79;N/A;N/A;N/A;N/A;217,6;15,16;N/A;N/A;N/A;N/A;N/A;5572,42;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729283;HAFNIA TORRES;4081,32;;12898,7;3368,9;4557,85;3397,65;1574,29;N/A;N/A;;7132,06;81,75;4,93;N/A;N/A;N/A;N/A;258,37;15,58;N/A;N/A;N/A;N/A;N/A;7132,06;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729312;OCEAN SAGA;1785,53;;5615,15;615,26;1133,12;3616,2;250,58;N/A;N/A;;2436,94;110,72;2,1;N/A;N/A;N/A;N/A;348,19;6,61;N/A;N/A;N/A;N/A;N/A;2436,94;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729324;MY VISION;1342,98;;4216,68;196,37;1665,02;2048,8;306,4;N/A;N/A;;1155,64;105,2;2,76;N/A;N/A;N/A;N/A;330,32;8,65;N/A;N/A;N/A;N/A;N/A;1155,64;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729362;STH NEW YORK;1035,93;;3241,2;66,49;873,23;2190,61;110,86;N/A;N/A;;1142;77,56;1,66;N/A;N/A;N/A;N/A;242,68;5,2;N/A;N/A;N/A;N/A;N/A;1142;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729477;BALTIC SCORPION;833,52;778,12;2609,15;366,57;0;2102,96;139,61;N/A;N/A;2433,53;950,1;80,51;1,7;N/A;N/A;N/A;N/A;252,02;5,33;N/A;N/A;N/A;N/A;N/A;950,1;N/A;Division by zero!;1,59;N/A;N/A;N/A;N/A;Division by zero!;4,97;N/A;N/A;N/A;N/A;;
9729489;BALTIC MANTIS;1546,3;1143,6;4861,68;2067,22;1714,43;376,92;703,1;N/A;N/A;3586,08;1477,2;98,57;2,28;N/A;N/A;N/A;N/A;309,9;7,16;N/A;N/A;N/A;N/A;N/A;1477,2;N/A;72,9;1,68;N/A;N/A;N/A;N/A;228,59;5,28;N/A;N/A;N/A;N/A;;
9729556;ARAGONA;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729568;ALBERTA;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729831;GLORY HARVEST;711,13;;2224,26;170,64;376,34;1515,91;161,37;N/A;N/A;;850;83;2,08;N/A;N/A;N/A;N/A;259,62;6,51;N/A;N/A;N/A;N/A;N/A;850;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729879;AIANTAS;2608,6;;8190,4;584,93;1208,13;5704,81;692,52;N/A;N/A;;2429,55;96,11;1,68;N/A;N/A;N/A;N/A;301,75;5,27;N/A;N/A;N/A;N/A;N/A;2429,55;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729881;DIONE;3075,61;;9633,48;208,85;3414,96;5746,16;263,5;N/A;N/A;;3093,47;88,74;1,88;N/A;N/A;N/A;N/A;277,96;5,87;N/A;N/A;N/A;N/A;N/A;3093,47;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729893;PATROKLOS;1794,57;;5603,41;44,46;1706,39;3465,41;387,14;N/A;N/A;;1704,99;86,51;2,06;N/A;N/A;N/A;N/A;270,12;6,42;N/A;N/A;N/A;N/A;N/A;1704,99;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729908;ASTERION;3117,5;;9807,93;1316,95;4036,71;3870,19;584,09;N/A;N/A;;3093,7;92,87;2,09;N/A;N/A;N/A;N/A;292,17;6,59;N/A;N/A;N/A;N/A;N/A;3093,7;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9729922;NAVIGARE BOREAS;1315,99;504,29;4125,5;2904,54;0;859,13;361,82;N/A;N/A;1591,64;1134,7;94,41;2,22;N/A;N/A;N/A;N/A;295,97;6,97;N/A;N/A;N/A;N/A;N/A;1134,7;N/A;Division by zero!;0,85;N/A;N/A;N/A;N/A;Division by zero!;2,69;N/A;N/A;N/A;N/A;;
9730086;HERON;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9730098;HATTERAS;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9730206;ELSABETH C;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9730218;MIRELA;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9730220;VICTORIA MAY;1575,13;;4938,35;848,15;3800,92;0;120,19;N/A;N/A;;1540,1;90,91;1,95;N/A;N/A;N/A;N/A;285,02;6,13;N/A;N/A;N/A;N/A;N/A;1540,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9730232;ELISA;766,75;707,5;2414,48;95,22;1055,8;1168,73;94,74;N/A;N/A;2224,52;762,1;86,47;1,84;N/A;N/A;N/A;N/A;272,3;5,8;N/A;N/A;N/A;N/A;N/A;762,1;N/A;79,79;1,7;N/A;N/A;N/A;N/A;250,88;5,35;N/A;N/A;N/A;N/A;;
9730244;SHEILA;2527,92;2263,94;7924,46;714,9;4346,42;2734,17;128,98;N/A;N/A;7080,59;3179,67;83,37;1,92;N/A;N/A;N/A;N/A;261,36;6,03;N/A;N/A;N/A;N/A;N/A;3179,67;N/A;74,67;1,72;N/A;N/A;N/A;N/A;233,53;5,39;N/A;N/A;N/A;N/A;;
9730256;MENOMONEE;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9730268;ANYA;1046,57;800,36;3271,13;463,3;280,24;2492,34;35,26;N/A;N/A;2492,33;1104,2;84,18;2,9;N/A;N/A;N/A;N/A;263,12;9,06;N/A;N/A;N/A;N/A;N/A;1104,2;N/A;64,38;2,22;N/A;N/A;N/A;N/A;200,48;6,9;N/A;N/A;N/A;N/A;;
9730270;BRIGITTE;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9730335;PANAGIA THALASSINI;1181,85;592,5;3683,96;0;1517,61;1680,39;485,96;N/A;N/A;1845,05;1336,3;94,25;3,13;N/A;N/A;N/A;N/A;293,8;9,77;N/A;N/A;N/A;N/A;N/A;1336,3;N/A;95,49;1,57;N/A;N/A;N/A;N/A;297,35;4,89;N/A;N/A;N/A;N/A;;
9730361;TRINITY;2486;2382,2;7771,64;312,56;5381,16;1671,08;406,85;N/A;N/A;7438,86;1751,6;131,1;1,01;N/A;N/A;N/A;N/A;409,84;3,16;N/A;N/A;N/A;N/A;N/A;1751,6;N/A;125,63;0,97;N/A;N/A;N/A;N/A;392,29;3,03;N/A;N/A;N/A;N/A;;
9730373;SAN JACINTO;2728,1;2224,2;8517,89;1225,75;2947,88;3608,29;735,98;N/A;N/A;6945,95;1741,6;139,48;1,23;N/A;N/A;N/A;N/A;435,5;3,84;N/A;N/A;N/A;N/A;N/A;1741,6;N/A;113,72;1;N/A;N/A;N/A;N/A;355,13;3,13;N/A;N/A;N/A;N/A;;
9730414;SEAWAYS HATTERAS;2775,52;;8686,93;86,58;2820,61;5054,82;724,92;N/A;N/A;;2150,3;124,87;1,29;N/A;N/A;N/A;N/A;390,83;4,05;N/A;N/A;N/A;N/A;N/A;2150,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9730438;INCE TOKYO;161,45;;504,55;0;0;444,92;59,63;N/A;N/A;;162,85;86,06;1,56;N/A;N/A;N/A;N/A;268,94;4,89;N/A;N/A;N/A;N/A;N/A;162,85;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9730452;SSI FORMIDABLE;2198,35;2198,35;6862,77;1011,04;2720,11;2830,86;300,76;N/A;N/A;6862,78;1983,23;96,44;2,21;N/A;N/A;N/A;N/A;301,07;6,9;N/A;N/A;N/A;N/A;N/A;1983,23;N/A;Division by zero!;2,21;N/A;N/A;N/A;N/A;Division by zero!;6,9;N/A;N/A;N/A;N/A;;
